# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  171       6.763934916635e-10       1.231130430013e-13      -5.597717456100e-12       0.000000000000e+00       2.240112567383e-12       4.610729447958e-13      -2.645333415651e-15 
  172       6.800033571412e-10       1.216167840425e-13      -5.527878113459e-12       0.000000000000e+00       2.201977018191e-12       4.548529232125e-13      -2.582971969673e-15 
  173       6.835606873650e-10       1.201105166636e-13      -5.454304756066e-12       0.000000000000e+00       2.164726284166e-12       4.487371818762e-13      -2.520875743948e-15 
  174       6.870642251882e-10       1.185977404419e-13      -5.376997304867e-12       0.000000000000e+00       2.128330138458e-12       4.427254904292e-13      -2.459119840480e-15 
  175       6.905126937483e-10       1.170820833946e-13      -5.295958089168e-12       0.000000000000e+00       2.092754895580e-12       4.368173053878e-13      -2.397780982225e-15 
  176       6.939047961776e-10       1.155673035298e-13      -5.211191886556e-12       0.000000000000e+00       2.057963349311e-12       4.310117637164e-13      -2.336937523412e-15 
  177       6.972392153122e-10       1.140572903964e-13      -5.122705962815e-12       0.000000000000e+00       2.023914710588e-12       4.253076764007e-13      -2.276669459848e-15 
  178       7.005146134022e-10       1.125560666358e-13      -5.030510111842e-12       0.000000000000e+00       1.990564545412e-12       4.197035220212e-13      -2.217058439239e-15 
  179       7.037296318216e-10       1.110677895316e-13      -4.934616695565e-12       0.000000000000e+00       1.957864712742e-12       4.141974403269e-13      -2.158187771498e-15 
  180       7.068829801881e-10       1.095966047353e-13      -4.835039338636e-12       0.000000000000e+00       1.925773005458e-12       4.087876518461e-13      -2.100126486925e-15 
  181       7.099737122523e-10       1.081461912009e-13      -4.731788813089e-12       0.000000000000e+00       1.894283059945e-12       4.034737674439e-13      -2.042880072139e-15 
  182       7.130009714325e-10       1.067201829712e-13      -4.624876902451e-12       0.000000000000e+00       1.863396710244e-12       3.982555707608e-13      -1.986435828917e-15 
  183       7.159639034137e-10       1.053223147519e-13      -4.514317752286e-12       0.000000000000e+00       1.833114472474e-12       3.931325967061e-13      -1.930778426344e-15 
  184       7.188616561871e-10       1.039564229180e-13      -4.400127905159e-12       0.000000000000e+00       1.803435518459e-12       3.881041266015e-13      -1.875889852361e-15 
  185       7.216933800889e-10       1.026264465196e-13      -4.282326335596e-12       0.000000000000e+00       1.774357649375e-12       3.831691833226e-13      -1.821749365333e-15 
  186       7.244582278397e-10       1.013364282880e-13      -4.160934485050e-12       0.000000000000e+00       1.745877269379e-12       3.783265264428e-13      -1.768333445600e-15 
  187       7.271553545835e-10       1.000905156425e-13      -4.035976296861e-12       0.000000000000e+00       1.717989359255e-12       3.735746473749e-13      -1.715615747038e-15 
  188       7.297839179268e-10       9.889296169610e-14      -3.907478251219e-12       0.000000000000e+00       1.690687450044e-12       3.689117645145e-13      -1.663567048618e-15 
  189       7.323430779781e-10       9.774812626160e-14      -3.775469400126e-12       0.000000000000e+00       1.663963596687e-12       3.643358183825e-13      -1.612155205963e-15 
  190       7.348319973864e-10       9.666047685816e-14      -3.639981402361e-12       0.000000000000e+00       1.637808351658e-12       3.598444667673e-13      -1.561345102904e-15 
  191       7.372498413808e-10       9.563458971724e-14      -3.501048558442e-12       0.000000000000e+00       1.612210738606e-12       3.554350798684e-13      -1.511098603043e-15 
  192       7.395957778098e-10       9.467515078883e-14      -3.358707845585e-12       0.000000000000e+00       1.587158225990e-12       3.511047354382e-13      -1.461374501306e-15 
  193       7.418689771800e-10       9.378695674770e-14      -3.212998952670e-12       0.000000000000e+00       1.562636700717e-12       3.468502139251e-13      -1.412128475506e-15 
  194       7.440686126952e-10       9.297491599948e-14      -3.063964315206e-12       0.000000000000e+00       1.538630441778e-12       3.426679936162e-13      -1.363313037896e-15 
  195       7.461938602962e-10       9.224404968694e-14      -2.911649150285e-12       0.000000000000e+00       1.515122093890e-12       3.385542457798e-13      -1.314877486732e-15 
  196       7.482438986992e-10       9.159949269610e-14      -2.756101491556e-12       0.000000000000e+00       1.492092641128e-12       3.345048298081e-13      -1.266767857828e-15 
  197       7.502179094354e-10       9.104649466249e-14      -2.597372224178e-12       0.000000000000e+00       1.469521380568e-12       3.305152883601e-13      -1.218926876115e-15 
  198       7.521150768899e-10       9.059042097727e-14      -2.435515119787e-12       0.000000000000e+00       1.447385895918e-12       3.265808425039e-13      -1.171293907199e-15 
  199       7.539345883410e-10       9.023675379344e-14      -2.270586871457e-12       0.000000000000e+00       1.425662031163e-12       3.226963868597e-13      -1.123804908920e-15 
  200       7.556756339993e-10       8.999109303205e-14      -2.102647128667e-12       0.000000000000e+00       1.404323864196e-12       3.188564847424e-13      -1.076392382908e-15 
  201       7.573374651954e-10       8.985889110538e-14      -1.931755436388e-12       0.000000000000e+00       1.383348783243e-12       3.150564494719e-13      -1.029000810851e-15 
  202       7.589195734941e-10       8.984463387769e-14      -1.757961736006e-12       0.000000000000e+00       1.362733175040e-12       3.112956844807e-13      -9.816342927719e-16 
  203       7.604215244649e-10       8.995260307190e-14      -1.581315252508e-12       0.000000000000e+00       1.342477807740e-12       3.075745727044e-13      -9.343122221499e-16 
  204       7.618429008932e-10       9.018713751195e-14      -1.401867555012e-12       0.000000000000e+00       1.322582817648e-12       3.038934102214e-13      -8.870541043973e-16 
  205       7.631833029910e-10       9.055263334194e-14      -1.219672582577e-12       0.000000000000e+00       1.303047697939e-12       3.002524046062e-13      -8.398795541859e-16 
  206       7.644423486079e-10       9.105354424538e-14      -1.034786670019e-12       0.000000000000e+00       1.283871287373e-12       2.966516732820e-13      -7.928082927700e-16 
  207       7.656196734423e-10       9.169438166428e-14      -8.472685737215e-13       0.000000000000e+00       1.265051759019e-12       2.930912418733e-13      -7.458601453094e-16 
  208       7.667149312524e-10       9.247971501840e-14      -6.571794974487e-13       0.000000000000e+00       1.246586608972e-12       2.895710425595e-13      -6.990550381937e-16 
  209       7.677277940668e-10       9.341417192441e-14      -4.645831181589e-13       0.000000000000e+00       1.228472645069e-12       2.860909124268e-13      -6.524129963649e-16 
  210       7.686579523962e-10       9.450243841505e-14      -2.695456118166e-13       0.000000000000e+00       1.210705975612e-12       2.826505918221e-13      -6.059541406415e-16 
  211       7.695051154436e-10       9.574925915834e-14      -7.213567920527e-14       0.000000000000e+00       1.193281998087e-12       2.792497227049e-13      -5.596986850417e-16 
  212       7.702690113162e-10       9.715943767675e-14       1.275754282600e-13       0.000000000000e+00       1.176195387878e-12       2.758878470009e-13      -5.136669341071e-16 
  213       7.709493872354e-10       9.873783656640e-14       3.295138827197e-13       0.000000000000e+00       1.159440086993e-12       2.725644049544e-13      -4.678792802258e-16 
  214       7.715460097486e-10       1.004893777162e-13       5.336032540571e-13       0.000000000000e+00       1.143009292777e-12       2.692787334815e-13      -4.223562009564e-16 
  215       7.720586649398e-10       1.024190425270e-13       7.397644840857e-13       0.000000000000e+00       1.126895446633e-12       2.660300645225e-13      -3.771182563508e-16 
  216       7.724871586409e-10       1.045318721309e-13       9.479158607365e-13       0.000000000000e+00       1.111090222743e-12       2.628175233955e-13      -3.321860862784e-16 
  217       7.728313166423e-10       1.068329676104e-13       1.157972992245e-12       0.000000000000e+00       1.095584516781e-12       2.596401271486e-13      -2.875804077492e-16 
  218       7.730909849041e-10       1.093274902175e-13       1.369848781340e-12       0.000000000000e+00       1.080368434641e-12       2.564967829129e-13      -2.433220122371e-16 
  219       7.732660297673e-10       1.120206615927e-13       1.583453399429e-12       0.000000000000e+00       1.065431281147e-12       2.533862862556e-13      -1.994317630039e-16 
  220       7.733563381646e-10       1.149177639847e-13       1.798694260784e-12       0.000000000000e+00       1.050761548778e-12       2.503073195328e-13      -1.559305924222e-16 
  221       7.733618178311e-10       1.180241404691e-13       2.015475996735e-12       0.000000000000e+00       1.036346906384e-12       2.472584502422e-13      -1.128394992994e-16 
  222       7.732823975161e-10       1.213451951679e-13       2.233700429851e-12       0.000000000000e+00       1.022174187904e-12       2.442381293761e-13      -7.017954620072e-17 
  223       7.731180271931e-10       1.248863934684e-13       2.453266548129e-12       0.000000000000e+00       1.008229381088e-12       2.412446897742e-13      -2.797185677307e-17 
  224       7.728686984752e-10       1.286528932451e-13       2.674075780840e-12       0.000000000000e+00       9.945003377944e-13       2.382767827322e-13       1.376568498270e-17 
  225       7.725345068785e-10       1.326484117293e-13       2.896048256369e-12       0.000000000000e+00       9.809851218388e-13       2.353347224266e-13       5.502856711624e-17 
  226       7.721155939701e-10       1.368762862007e-13       3.119107539827e-12       0.000000000000e+00       9.676841760948e-13       2.324192247508e-13       9.581617404127e-17 
  227       7.716121277830e-10       1.413398357804e-13       3.343175412243e-12       0.000000000000e+00       9.545976443883e-13       2.295309762304e-13       1.361285575148e-16 
  228       7.710243030741e-10       1.460423607713e-13       3.568171857375e-12       0.000000000000e+00       9.417253666966e-13       2.266706334185e-13       1.759664471662e-16 
  229       7.703523415844e-10       1.509871419989e-13       3.794015048521e-12       0.000000000000e+00       9.290668743473e-13       2.238388222931e-13       2.153312610260e-16 
  230       7.695964922971e-10       1.561774401518e-13       4.020621335329e-12       0.000000000000e+00       9.166213852169e-13       2.210361376526e-13       2.542251160553e-16 
  231       7.687570316974e-10       1.616164951222e-13       4.247905230608e-12       0.000000000000e+00       9.043877989303e-13       2.182631425124e-13       2.926508386745e-16 
  232       7.678342640315e-10       1.673075253468e-13       4.475779397136e-12       0.000000000000e+00       8.923646920591e-13       2.155203675014e-13       3.306119752924e-16 
  233       7.668285215654e-10       1.732537271473e-13       4.704154634474e-12       0.000000000000e+00       8.805503133207e-13       2.128083102581e-13       3.681128028351e-16 
  234       7.657401648442e-10       1.794582740709e-13       4.932939865773e-12       0.000000000000e+00       8.689425787771e-13       2.101274348272e-13       4.051583392753e-16 
  235       7.645695829512e-10       1.859243162309e-13       5.162042124585e-12       0.000000000000e+00       8.575390670338e-13       2.074781710556e-13       4.417543541613e-16 
  236       7.633171937670e-10       1.926549796477e-13       5.391366541673e-12       0.000000000000e+00       8.463370144387e-13       2.048609139889e-13       4.779073791456e-16 
  237       7.619834442287e-10       1.996533655888e-13       5.620816331825e-12       0.000000000000e+00       8.353333102810e-13       2.022760232677e-13       5.136247185143e-16 
  238       7.605688105888e-10       2.069225499101e-13       5.850292780659e-12       0.000000000000e+00       8.245244919900e-13       1.997238225242e-13       5.489144597163e-16 
  239       7.590737986743e-10       2.144655823957e-13       6.079695231435e-12       0.000000000000e+00       8.139067403339e-13       1.972045987779e-13       5.837854838917e-16 
  240       7.574989441463e-10       2.222854860995e-13       6.308921071869e-12       0.000000000000e+00       8.034758746188e-13       1.947186018326e-13       6.182474764015e-16 
  241       7.558448127583e-10       2.303852566850e-13       6.537865720936e-12       0.000000000000e+00       7.932273478877e-13       1.922660436724e-13       6.523109373561e-16 
  242       7.541120006159e-10       2.387678617661e-13       6.766422615689e-12       0.000000000000e+00       7.831562421190e-13       1.898470978580e-13       6.859871921448e-16 
  243       7.523011344357e-10       2.474362402480e-13       6.994483198060e-12       0.000000000000e+00       7.732572634256e-13       1.874618989233e-13       7.192884019642e-16 
  244       7.504128718044e-10       2.563933016678e-13       7.221936901680e-12       0.000000000000e+00       7.635247372539e-13       1.851105417712e-13       7.522275743478e-16 
  245       7.484479014381e-10       2.656419255345e-13       7.448671138680e-12       0.000000000000e+00       7.539526035824e-13       1.827930810707e-13       7.848185736950e-16 
  246       7.464069434410e-10       2.751849606705e-13       7.674571286508e-12       0.000000000000e+00       7.445344121207e-13       1.805095306525e-13       8.170761317995e-16 
  247       7.442907495649e-10       2.850252245516e-13       7.899520674738e-12       0.000000000000e+00       7.352633175083e-13       1.782598629058e-13       8.490158583792e-16 
  248       7.421001034681e-10       2.951655026477e-13       8.123400571875e-12       0.000000000000e+00       7.261320745137e-13       1.760440081743e-13       8.806542516045e-16 
  249       7.398358209745e-10       3.056085477638e-13       8.346090172175e-12       0.000000000000e+00       7.171330332330e-13       1.738618541530e-13       9.120087086278e-16 
